Code,Name,Tags,Type,PostingPriority,PreloadDxBoxes3to20
T10,WEDGE COMPRESSION FRACTURE OF - T10,,BX3,100,NULL
K22.2,STRICTURE/ OBSTRUCTION / STENOSIS OF ESOPHAGUS - K22.2,,BX3,899,NULL
I63.331,Cerebral infarction due to thrombosis of right posterior cerebral artery - I63.331,,CLN,600,NULL
R56.9,UNSPECIFIED CONVULSIONS - R56.9,,CLN,600,NULL
S22.080D,WEDGE COMPRESSION FRACTURE OF T1112 VERTEBRA - S22.080D,,BX3,100,NULL
I69.169,Hemiplegia and hemiparesis following nontraum INTRACREBRAL HEM AFFECING UNSPC SIDE - I69.169,,BX3,100,NULL
I68.0,CEREBRAL AMYLOID ANGIOPATHY - I68.0,,BX3,100,NULL
Z95.9,PRESENCE OF CARDIAC and vascular implant and graft - Z95.9,,BX3,100,NULL
I69.352,HEMIPLGA FOLLOWING CEREBRAL INFRC AFF LEFT DOMINANT SIDE - I69.352,NULL,CLN,788,NULL
Q93.5,Other deletions of part of a chromosome - Q93.5,,CLN,600,NULL
I69.851,HEMIPLGA FOL OTH CEREBVASC DISEASE AFF RIGHT DOMINANT SIDE - I69.851,NULL,CLN,783,NULL
I69.021,DYSPHASIA FOLLOWING NONTRAUMATIC SUBARACHNOID HEMORRHAGE - I69.021,NULL,CLN,726,NULL
M50.021,CERVICAL DISC DISORDER AT C4-C5 LEVEL WITH MYELOPATHY - M50.021,,CLN,600,NULL
G10,HUNTINGTON'S DISEASE - G10,NULL,CLN,753,NULL
I50.21,ACUTE SYSTOLIC (CONGESTIVE) HEART FAILURE - I50.21,NULL,CLN,755,NULL
F06.0,PSYCHOTIC DISORDER With hallucinations due to known psychological condition - F06.0,,BX3,100,NULL
G71.02,Facioscapulohumeral muscular dystrophy - G71.02,,BX3,100,NULL
E83.110,HEREDITARY hemocromatosis - E83.110,,BX3,100,NULL
B97.4,RESPIRATORY SYNCYTIAL VIRAS AS THE CAUSE OF DISEASE - B97.4,,BX3,100,NULL
V86.55XD,PERSONAL HISTORY OF ATV ACCIDENT - V86.55XD,,CLN,600,NULL
Q90.9,"DOWN SYNDROME, UNSPECIFIED - Q90.9",,CLN,775,NULL
R47.89,Other Speech Disturbances/ Apraxia - R47.89,,BX3,100,NULL
Q07.00,ARNOLD-CHIARI SYNDROME WITHOUT SPINA BIFIDA OR HYDROCEPHALUS - Q07.00,,CLN,600,NULL
I82.611,ACUTE EMBOLISM AND THROMBOSIS OF UNSPCFD VEINSOF RIGHT UPPER EXTREMITY - I82.611,,BX3,100,NULL
F25.0,"SCHIZOAFFECTIVE DISORDER, BIPOLAR TYPE - F25.0",,CLN,739,NULL
M41.44,"NEUROMUSCULAR SCOLIOSIS, THORACIC REGION - M41.44",,CLN,600,NULL
E13.22,DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITHOUT COMPLICATIONS - E13.22,,CLN,600,NULL
E04.2,NONTOXIC MULTINODULAR GOITER - E04.2,,,0,NULL
B91,Sequelae of poliomyelitis - B91,NULL,BX3,100,NULL
C32.2,MALIGNANT NEOPLASM OF SUBGLOTTIS - C32.2,,CLN,600,NULL
M62.838,OTHER muscle spasm - M62.838,,BX3,100,NULL
C33,MALIGNANT NEOPLASM OF TRACHEA - C33,,CLN,600,NULL
Z62.812,PERSONAL HISTORY OF Neglect in childhood - Z62.812,,BX3,100,NULL
E78.2,MIXED HYPERLIPIDEMIA - E78.2,,BX3,100,NULL
R76.8,ELEVATED RHEUMATOID FACTOR - R76.8,,BX3,100,NULL
N39.0,"URINARY TRACT INFECTION, SITE NOT SPECIFIED - N39.0",,CLN,842,NULL
S06.2X9D,"DIFFUSE TBI W LOSS OF CONSCIOUSNESS OF UNSP DURATION, SUBS - S06.2X9D",,,0,NULL
G82.19,SPASTIC PARAPLEGIA - G82.19,,CLN,600,NULL
E11.40,"Type 2 Dibetes Mellitus with Diabetic Neuropathy, Unspec - E11.40",,CLN,600,NULL
G25.89,Other specified extrapyramidal and movement disorders - G25.89,NULL,BX3,100,NULL
G46.4,Cerebellar Stroke Syndrome - G46.4,NULL,BX3,100,NULL
C71.1,MALIGNANT NEOPLASM OF FRONTAL LOBE - C71.1,,CLN,600,NULL
F98.3,Pica - F98.3,,BX3,100,NULL
E66.01,MOrbid obesity - E66.01,,BX3,100,NULL
F02.818,DEMENTIA IN OTH DISEASES CLASSD ELSWHR W BEHAVIORAL DISTURB - F02.818,,CLN,813,NULL
G54.0,BRACHIAL PLEXUS DISORDERS - G54.0,,BX3,100,NULL
G93.5,BRAIN COMPRESSION - G93.5,,CLN,600,NULL
S13.150A,subluxation of vertebra  - S13.150A,,RAD,564,NULL
C20,malignant neoplasm of rectum - C20,,BX3,100,NULL
G06.0,INTRACRANIAL ABSCESS AND GRANULOMA - G06.0,,CLN,600,NULL
C78.7,Secondary malignant neoplasm of liver and intrahepatic bile ducts - C78.7,,CLN,600,NULL
D50.1,sideropenic dysphagia - D50.1,,CLN,600,NULL
I69.121,Dysphasia following nontraumatic intracerebral hemorrhage - I69.121,NULL,BX3,100,NULL
I69.122,Dysarthria following nontraumatic intracerebral hemorrhage - I69.122,NULL,BX3,100,NULL
I69.221,Dysphasia following other nontraumatic intracranial hemorrhage - I69.221,NULL,BX3,100,NULL
J38.01,"Paralysis of vocal cords and larynx, unilateral - J38.01",NULL,BX3,100,NULL
F14.10,cocaine abuse - F14.10,,BX3,100,NULL
G89.4,CHRONIC pain syndrom - G89.4,,BX3,100,NULL
C03.0,CANCER OF ALVEOLUS OF MAXILLA - C03.0,,CLN,600,NULL
I50.40,UNSP COMBINED SYSTOLIC AND DIASTOLIC (CONGESTIVE) HRT FAIL - I50.40,,CLN,820,NULL
I69.354,HEMIPLGA FOLLOWING CEREBRAL INFRC AFFECTING LEFT NONDOM SIDE - I69.354,,CLN,830,NULL
I12.0,HYPERTENSIVE CHRONIC KIDNEY DISEASE - I12.0,,BX3,100,NULL
D33.0,BENIGN NEOPLASM OF BRAIN - D33.0,,BX3,100,NULL
K22.5,DIVERTICULUM/ ZENKER'S - K22.5,NULL,BX3,899,NULL
R06.82,TACHNYNEA - R06.82,,BX3,100,NULL
K40.90,INGUINAL HERNIA WITHOUT OBSTRUCTION - K40.90,,BX3,100,NULL
Z85.22,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses - Z85.22",,BX3,100,NULL
R52,PAin unspecified - R52,,BX3,100,NULL
R47.81,Slurred Speech - R47.81,NULL,BX3,100,NULL
G40.B01,"juvenile myoclonic epilepsy, not intractible - G40.B01",,BX3,100,NULL
I25.5,Ischemic - I25.5,,BX3,100,NULL
R47.1,DYSARTHRIA AND ANARTHRIA - R47.1,,BX3,100,NULL
G82.50,"QUADRIPLEGIA, UNSPECIFIED - G82.50",,CLN,792,NULL
I50.31,ACUTE DIASTOLIC (CONGESTIVE) HEART FAILURE - I50.31,,CLN,771,NULL
E72.12,MTHR - E72.12,,BX3,100,NULL
R13.14,"Dysphagia, pharyngoesophageal phase - R13.14",NULL,BX1,900,NULL
I69.991,Dysphagia following unspecified cerebrovascular disease - I69.991,NULL,BX1,900,NULL
R13.11,"Dysphagia, oral phase - R13.11",NULL,BX1,900,NULL
I69.191,Dysphagia following nontraumatic intracerebral hemorrhage - I69.191,NULL,BX1,900,NULL
R13.10,"Dysphagia, unspecified - R13.10",NULL,BX1,900,NULL
I69.291,Dysphagia following other nontraumatic intracranial hemorrhage - I69.291,NULL,BX1,900,NULL
I69.891,Dysphagia following other cerebrovascular disease - I69.891,NULL,BX1,900,NULL
R13.19,Other dysphagia - R13.19,NULL,BX1,900,NULL
R13.13,"Dysphagia, pharyngeal phase - R13.13",NULL,BX1,900,NULL
R13.12,"Dysphagia, oropharyngeal phase - R13.12",NULL,BX1,900,NULL
I69.091,Dysphagia following nontraumatic subarachnoid hemorrhage - I69.091,NULL,BX1,900,NULL
I69.391,Dysphagia following cerebral infarction - I69.391,NULL,BX1,900,NULL
S12.9XXA,"fracture of neck, unspecified - S12.9XXA",,BX3,100,NULL
I63.09,CEREBRAL INFARCTION DUE TO THROMBOSIS OF PRECEREBRAL ARTERY - I63.09,,CLN,600,NULL
T18.108A,FOREIGN BODY IN ESOPHAGUS - T18.108A,,BX3,100,NULL
Z46.82,ENCOUNTER FOR FIT./ ADJ. OF NON-VASCULAR CATH. - Z46.82,,BX3,100,NULL
J98.09,Other disease of BRONCHUS - J98.09,,BX3,100,NULL
I61.0,"NONTRAUMATIC INTCRBL HEMORRHAGE IN HEMISPHERE, SUBCORTICAL - I61.0",,CLN,600,NULL
G47.30,Sleep apnea - G47.30,,CLN,600,NULL
Z96.5,presence of tooth-rot and mandibular implants - Z96.5,,RAD,530,
I69.154,HEMIPLEGIA AND HEMIPARESIS FOLLOWING NONTRAUMATIC INTRACEREBRAL HEMOORRHAGE AFFECTING LEFT NON-DOMINANT SIDE - I69.154,,CLN,600,NULL
K08.9,poor dentittion (without any other documentation/description/explaination - K08.9,,RAD,531,NULL
T31.99,burns involving more than 90% of body - T31.99,,BX3,100,NULL
T17.908S,"UNSP FB in resp tract, part unsp causing oth injury - T17.908S",,BX3,100,NULL
I63.81,OTHER CEREB INFRC DUE TO OCCLS OR STENOSIS OF SMALL ARTERY - I63.81,,CLN,743,NULL
A52.8,Late syphilis latendt - A52.8,,BX3,100,NULL
B19.9,HEpatitis - B19.9,,BX3,100,NULL
S17.0XXA,CRUSHING INJURY OF LARYNX AND TRACHEA - S17.0XXA,,CLN,600,NULL
C77.0,"SECONDARY MALIGNANT NEOPLASM OF head, face and neck - C77.0",,BX3,100,NULL
C31.1,MALGNANT NEOPLASM OF ETHMOIDAL SINUS - C31.1,,CLN,600,NULL
C22.9,MALIGNANT NEOPLASM OF LIVER - C22.9,,CLN,600,NULL
P28.49,INfant sleep apnea - P28.49,,BX3,100,NULL
T18.128D,FOOD IN ESOPHAGUS CAUSING INJURY - T18.128D,,BX3,100,NULL
R22.1,MAss and lump in neck - R22.1,,BX3,100,NULL
R49.8,OTHER VOICE AND RESONANCE DISORDERS - R49.8,,BX3,100,NULL
C85.90,"NON-HODGKIN LYMPHOMA, USPEC, UNSPEC SITE - C85.90",,CLN,600,NULL
G25.9,"EXTRAPYRAMIDAL AND MOVEMENT DISORDER, UNSPECIFIED - G25.9",,CLN,732,NULL
M54.12,"RADICULOPATHY, CERVICAL REGION - M54.12",,CLN,600,NULL
C92.40,ACUTE Promyelocytic leukemia - C92.40,,BX3,100,NULL
S14.105A,UNSPECIFIED INJURY AT C5 LEVEL OF SPINAL CORD - S14.105A,,BX3,100,NULL
I48.21,Permanent atrial fribrillation - I48.21,,BX3,100,NULL
G90.09,OTHER IDIOPATHIC PERIPHERAL AUTONOMIC NEUROPATHY - G90.09,,CLN,710,NULL
I50.23,ACUTE ON CHRONIC SYSTOLIC (CONGESTIVE) HEART FAILURE - I50.23,,CLN,796,NULL
J96.11,CHRONIC RESPIRATORY FAILURE WITH HYPOXIA - J96.11,,CLN,737,NULL
G57.81,Paralytic syndrome - G57.81,,BX3,100,NULL
E08.42,DIABETES DUE TO UNDERLYING CONDITION WITH DIABETIC POLYNEUROPATHY - E08.42,,BX3,100,NULL
F14.20,COCAINE DEPENDENCE UNCOMPLICATED - F14.20,,CLN,600,NULL
R29.898,Other symptoms and signs involving the musculoskeletal system - R29.898,,CLN,600,NULL
G60.0,HEREDITARY MOTOR AND SENSORY NEUROPATHY - G60.0,,CLN,600,NULL
T20.30XD,Burns of head face and neck - T20.30XD,,BX3,100,NULL
T21.31XD,Burns of CHEST WALL - T21.31XD,,BX3,100,NULL
F34.1,DYSThymic disorder - F34.1,,BX3,100,NULL
J38.02,"Paralysis of vocal cords and larynx, bilateral - J38.02",,BX3,100,NULL
I27.83,Eisenmenger Syndrome - I27.83,,CLN,600,NULL
G72.0,Drug induced myopathy - G72.0,,BX3,100,NULL
Q85.09,OTHER neuROFIBROMATOSIS - Q85.09,,BX3,100,NULL
Q85.89,OTHER neuROFIBROMATOSIS - Q85.89,,BX3,100,NULL
I71.00,DISsection of aorta - I71.00,,BX3,100,NULL
I63.412,CEREBRAL INFARCTION DUE TO EMBOLISON OF LEFT MIDDLE CEREBRAL ARTERY - I63.412,,CLN,600,NULL
J70.5,INHALATION INJURY FROM SMOKE - J70.5,,BX3,100,NULL
T50.902D,"Poisoning by UNSPECIFIED DRUGS MEDICATION, INTENTIONAL - T50.902D",,BX3,100,NULL
R25.1,"TREMOR, UNSPECIFIED - R25.1",,CLN,600,NULL
K86.81,EXOCRINE PANCREATIC INSUFFICIENCY - K86.81,,BX3,100,NULL
M50.022,CERVICAL DISC DISORDER AT C5-C6 WITH MYELOPATHY - M50.022,,CLN,600,NULL
F43.10,Post Traumatic Stress Disorder UNSPC - F43.10,,BX3,100,NULL
S12.601A,fracture of 7th cervical vertebrae - S12.601A,,BX3,100,NULL
Z93.3,colostomy status - Z93.3,,BX3,100,NULL
F31.60,"BIPOLAR DISORDER, CURRENT EPISODE MIXED, UNSPECIFIED - F31.60",,CLN,600,NULL
E24.7,DISORDER OF pituitary gland - E24.7,,BX3,100,NULL
K50.90,CROhns disease - K50.90,,BX3,100,NULL
M27.40,UNSPECIFIED CYST OF JAW - M27.40,,BX3,100,NULL
M34.89,Other system sclerosis - M34.89,,BX3,100,NULL
R07.9,CHest pain - R07.9,,BX3,100,NULL
G31.84,Mild cognitive impairment of unknows etiology - G31.84,,BX3,100,NULL
S14.129D,central cord syndrom - S14.129D,,BX3,100,NULL
R48.2,APRAXIA - R48.2,,CLN,600,NULL
K22.89,Other disease of esophagus - K22.89,,BX3,899,NULL
I69.3,Sequelae of CEREBRAL INFARCTION - I69.3,,BX3,100,NULL
I65.21,occlusion and stenosis of right carotid artery - I65.21,,BX3,100,NULL
E21.3,HYPERparathyroidism - E21.3,,BX3,100,NULL
K44.0,DIAPHRAGMATIC HERNIA WITH OBSTRUCTION WITHOUT GANGRENE - K44.0,,BX3,100,NULL
P70.4,OTHER neonatal hypoglycemia - P70.4,,BX3,100,NULL
I77.0,ARteriovenous fistula - I77.0,,BX3,100,NULL
R62.7,ADULT FAILURE TO THRIVE - R62.7,,CLN,787,NULL
Q21.12,PAtent foramen ovale - Q21.12,,BX3,100,NULL
Q43.3,Chilaiditi syndrome - Q43.3,,CLN,600,NULL
C79.52,Secondary malignant neoplasm of bone marrow - C79.52,,CLN,600,NULL
C7A.1,malignant pOORLY DIFFERNTIATED NEUROENDOCRINE TUMORS - C7A.1,,BX3,100,NULL
F10.29,ALCOHOL DEPENDENCE WITH unspecified alcohol induced disorder - F10.29,,BX3,100,NULL
N30.01,ACUTE Cystitis with hematuria - N30.01,,BX3,100,NULL
K14.6,GLOssodynia - K14.6,,BX3,100,NULL
G81.11,Spastic hemiplegia affecting right dominant side - G81.11,,BX3,100,NULL
I44.30,"ATRIOVENTRICULAR BLOCK, UNSPC - I44.30",,CLN,600,NULL
B18.2,CRONIC VIRAL HEPATITIS - B18.2,,CLN,600,NULL
F19.10,OTHER PSYCHOACTIVE SUBSTANCE ABUSE - F19.10,,BX3,100,NULL
I50.9,"HEART FAILURE, UNSPECIFIED - I50.9",,CLN,789,NULL
I87.392,chronic venous htn with other complications - I87.392,,CLN,600,NULL
I46.2,CARDIAC ARRES DUE TO OTHER UNDERLYING CONDITION - I46.2,,BX3,100,NULL
S06.1X0D,TRAUMATIC CEREBRAL EDEMA W/O LOSS OF CONSC - S06.1X0D,,CLN,600,NULL
Z79.891,Long term use of opiate analgesic - Z79.891,,BX3,100,NULL
I44.2,BIlateral atrioventricular block - I44.2,,BX3,100,NULL
I71.40,"ABDOMINAL AORTIC ANEURYSM, WITHOUT RUPTURE, UNSPC - I71.40",,CLN,600,NULL
F02.811,- F02.811 - F02.811,,BX3,100,NULL
D64.9,"ANEMIA, UNSPECIFIED - D64.9",,CLN,847.5,NULL
Z59.00,HOMELESSNESS - Z59.00,,BX3,100,NULL
K12.2,cellulitis and abcess of mouth - K12.2,,CLN,600,NULL
I69.952,HEMIPLEGIA AND HEMIPARESIS FOLLOWING UNSPEC CEREBROVAS DIS AFFECTING LEFT DOM SIDE - I69.952,,CLN,702,NULL
D44.0,NEOPLASM OF UNCERTAIN BEHAVIOR OF THYROID GLAND - D44.0,,BX3,100,NULL
K43.5,ParaSTONIAL HERNIA W/O OBSTRUCTION - K43.5,,BX3,100,NULL
F06.1,CAtatonic disorder due to known physiological condition - F06.1,,BX3,100,NULL
I95.1,Orthostatic hypotension - I95.1,,BX3,100,NULL
G37.2,central pontine myelinolysis - G37.2,,BX3,100,NULL
S14.109D,UNSPECIFIED INJURY AT UNSPECIFIED LEVEL OF SPINAL CORD - S14.109D,,BX3,100,NULL
S32.039A,unspecified fracture of third lumbar vertebra - S32.039A,,CLN,600,NULL
Z43.1,Encourter for attention to gastrosomy - Z43.1,,BX3,100,NULL
J93.9,PNEUMOtorax - J93.9,,BX3,100,NULL
M45.5,ANKYLOSING SPOINDYLITIS OF THORACOLUMBAR - M45.5,,CLN,600,NULL
R65.20,SEVERE SEPSIS WITHOUT SEPTIC SHOCK - R65.20,,CLN,600,NULL
Z97.8,PRESENCE OF OTHER SPECIFIED DEVICES - Z97.8,,CLN,827,NULL
S32.030A,WEDGE COMPRESSION FRACTURE OF THIRD LUMBAR VERTEBRA - S32.030A,,BX3,100,NULL
G56.30,RADIAL NEUROPATHY - G56.30,,BX3,100,NULL
S32.010A,WEDGE COMPRESSION FRACTURE OF FIRST LUMBAR VERTEBRA - S32.010A,,BX3,100,NULL
Y26.XXXS,EXposure to smoke fire and flames - Y26.XXXS,,BX3,100,NULL
G45.9,"TIA, UNSPECIFIED - G45.9",,CLN,720,NULL
I73.0,??? - I73.0,,CLN,600,NULL
I87.323,chronic venus htn with inflammation of lower extremities - I87.323,,BX3,100,NULL
M06.9,Rheumatoid Arthritis - M06.9,,CLN,802,NULL
F25.1,"SCHIZOAFFECTIVE DISORDER, DEPRESSIVE TYPE - F25.1",,BX3,100,NULL
Z94.0,kidney transplant status - Z94.0,,BX3,100,NULL
G14,Postpolio syndrome - G14,,BX3,100,NULL
Z48.815,ENCOUNTER FOR surgical aftercare following surgery on the digestive system - Z48.815,,BX3,100,NULL
P04.41,newborn affected by maternal use of cocaine - P04.41,,CLN,600,NULL
M19.90,"OSTEOARTHRITIS, UNSPECIFIED SITE - M19.90",,CLN,844,NULL
J95.5,POSTPROCEDURAL SUBGLOTTIC STENOSIS - J95.5,,,0,NULL
Z93.2,ILEOSTOMY STATUS - Z93.2,,BX3,100,NULL
L93.0,DISCOID LUPUS ERYTHEMATOSUS - L93.0,,CLN,600,NULL
I20.9,ANgina pectoris - I20.9,,BX3,100,NULL
Z46.59,NG TUBE - Z46.59,,CLN,600,NULL
F10.259,ALCOHOL DEPENDENCE WITH ALCOHOL induced psychotic disorder - F10.259,,BX3,100,NULL
P07.23,"PREterm infant, completed 24 weeks - P07.23",,BX3,100,NULL
D10.2,BENIGN NEOPLASM OF FLOOR OF MOUTH - D10.2,,CLN,600,NULL
S06.5XAA,BILATERAL SUBDURAL HEMATOMAS - S06.5XAA,,CLN,600,NULL
G92,TOXIC ENCEPHALOPATHY - G92,,CLN,600,NULL
Q54.9,HYPOSPADIAS - Q54.9,,BX3,100,NULL
R68.13,BRief resolved unexplained event - R68.13,,BX3,100,NULL
R11.10,VOMITING - R11.10,,BX3,100,NULL
E88.810,METABOLIC syndrome - E88.810,,BX3,100,NULL
P05.9,IUGR - P05.9,,BX3,100,NULL
P05.1,SMALL FOR GESTATIONAL AGE - P05.1,,BX3,100,NULL
P05.00,"newborn light for gestational age, unspecified weight - P05.00",,BX3,100,NULL
I63.543,CEREBRAL INFARCTION DUE TO UNSPCIFIED OCCLUSION OR STENOSIS OF BILATERAL CEREBELLAR ARTERIES - I63.543,,CLN,600,NULL
K27.7,CHRONIC peptic ulcer - K27.7,,BX3,100,NULL
G70.00,MYASTHENIA GRAVIS WITHOUT (ACUTE) EXACERBATION - G70.00,,CLN,724,NULL
F19.159,OTHER PSYCHOACTIVE SUBSTANCE ABUSE with psychotic disorder - F19.159,,BX3,100,NULL
I87.2,VenOUS INSUFFICIENCY - I87.2,,BX3,100,NULL
J47.1,BRONCHIECTASIS WITH (ACUTE) EXACERBATION - J47.1,,CLN,600,NULL
I51.7,CARDIOMEGALY - I51.7,,CLN,600,NULL
E11.42,TYPE 2 DIABETES WITH POLYNEUROPATHY - E11.42,,CLN,600,NULL
I63.54,CEREBRAL INFARCTION DUE TO UNSPECIFIED OCCLUSION OR STENOSIS OF CEREBELLAR ARTERY - I63.54,NULL,NULL,NULL,NULL
S32.040D,WEDGE COMPRESSION FRACTURE OF FOURTH LUMBAR VERTEBRA - S32.040D,,BX3,100,NULL
G31.83,DEMENTIA WITH LEWY BODIES - G31.83,,CLN,740,NULL
T50.901D,"Poisoning by UNSPECIFIED DRUGS MEDICATION, BIOLOGICAL SUBSTANCE - T50.901D",,BX3,100,NULL
R55,SYncope and collapse - R55,,BX3,100,NULL
I63.541,cerebral infarction due to unspec occlus or sten of right cerebellar artery - I63.541,,CLN,600,NULL
G71.00,"MUSCULAR DYSTROPHY, UNSPECIFIED - G71.00",,CLN,713,NULL
I63.522,cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery - I63.522,,CLN,600,NULL
F43.11,"Post Traumatic Stress Disorder, Acute - F43.11",,CLN,600,NULL
S12.101S,NONDISPLACED FRACTURE OF SECOND CERVICAL VERTEBRA - S12.101S,,BX3,100,NULL
F50.9,"Eating disorder, unspecified - F50.9",,BX3,100,NULL
G83.0,DIplegia of upper limbs - G83.0,,BX3,100,NULL
G72.89,OTHER SPECIFIED myopathies - G72.89,,BX3,100,NULL
G57.93,UNSPECIFIED mononeuropathy of bilateral lower limbs - G57.93,,BX3,100,NULL
F17.210,"nicotine dependence, cigarettes, uncomplicated - F17.210",,CLN,600,NULL
C4A.9,MERkel cell carcinoma - C4A.9,,BX3,100,NULL
C48.2,malignant neoplasm of peritoneum - C48.2,,CLN,600,NULL
C48.0,MALIGNANT NEOPLASM OF The retroperitoneum - C48.0,,BX3,100,NULL
G95.20,UNSPECIFIED CORD COMPRESSION - G95.20,,,0,NULL
T65.91XD,Toxic effect of unspecified substance - T65.91XD,,BX3,100,NULL
R63.30,"FEEDING DIFFICULTY, UNSPECIFIED - R63.30",,BX3,899,NULL
K52.89,OTHER SPECIFIED gastroenteritis and colitis - K52.89,,BX3,100,NULL
M27.8,OTHER DISEASES OF THE JAW - M27.8,,RAD,561,NULL
C01,MALIGNANT NEOPLASM OF BASE OF TONGUE - C01,,CLN,708,NULL
J93.3,PNEUMOthorax - J93.3,,BX3,100,NULL
J61,FIBROtic lung with asbestosis - J61,,BX3,100,NULL
G20.C,"PARKINSONISM, UNSPECIFIED - G20.C",,CLN,839.1,NULL
C44.42,malignant neoplasm of scalp and neck - C44.42,,BX3,100,NULL
Z79.899,OTHER long term drug therapy - Z79.899,,BX3,100,NULL
B02.21,RAmsey hunt syndrome - B02.21,,BX3,100,NULL
C91.10,chronic lymphocytic leukemia of B-cell type not having achieved remission - C91.10,,CLN,600,NULL
P92.8,OTHER FEEDING problems of newborn - P92.8,,BX3,100,NULL
M54.02,PANniculitis affecting regions of neck and back cervical - M54.02,,BX3,100,NULL
I72.9,ANEurysm of unspecified artery - I72.9,,BX3,100,NULL
M47.812,"SPONDYLOSIS W/O MYELOPATHY OR RADICULOPATHY, CERVICAL REGION - M47.812",,CLN,600,NULL
I61.4,NONTRAUMATIC INTRACEREBRAL HEMORRHAGE IN CEREBELLUM - I61.4,,CLN,600,NULL
K57.0,Perforation of intesine wiht diverticular disease - K57.0,,BX3,100,NULL
I13.0,HYP HRT & CHR KDNY DIS W HRT FAIL AND STG 1-4/USP CHR KDNY - I13.0,,CLN,600,NULL
E11.21,TYPE 2 DIABETES WITH diabetic nephropathy - E11.21,,BX3,100,NULL
Q42.3,"CONGENITAL ABSENCE, ATRESIA AND STENOSIS OF ANUS WITHOUT FISTULA - Q42.3",,BX3,100,NULL
Q05.7,Lumbar spina bifida without hydrocephalus - Q05.7,,BX3,100,NULL
Z85.52,Personal history of malignant neoplasm of kidney - Z85.52,,CLN,600,NULL
Z76.0,Encounter for issue of repeat prescription - Z76.0,,CLN,600,NULL
C13.1,"malignant neoplasm of aryepiglottic folds, hypopharyngeal aspect - C13.1",,CLN,600,NULL
G40.814,"Lennox-Gastaut syndrome, intractable - G40.814",,CLN,600,NULL
Z99.11,DEPENDENCE ON RESPIRATOR VENTILATOR STATUS - Z99.11,,CLN,718,NULL
G81.02,flaccid hemiplegia affecting left dominate side - G81.02,,BX3,100,NULL
Z98.62,Peripheral vasulcar angioplasty status - Z98.62,,BX3,100,NULL
I69.320,APHASIA FOLLOWING CEREBRAL INFARCTION - I69.320,,CLN,829,NULL
S06.5X0D,TRAUMATIC SUBDURAL HEMORRHAGE WITHOUT LOSS OF CONSCIOUSNESS - S06.5X0D,,CLN,600,NULL
R35.0,COGENITAL RUBELLA SYNDROME - R35.0,,CLN,600,NULL
T38.1X2D,Poisoning by other THYROID HORMONES - T38.1X2D,,BX3,100,NULL
P36.2,Sepsis OF NEWBOARN DUE TO STAPH - P36.2,,BX3,100,NULL
K26.0,ACUTE Duodenal ulcer with hemorrhage - K26.0,,BX3,100,NULL
I69.854,HEMIPLGA FOL OTH CEREBVASC DISEASE AFF LEFT NONDOM SIDE - I69.854,,CLN,786,NULL
F10.21,ALCOHOL DEPENDENCE IN REMISSION - F10.21,,BX3,100,NULL
C49.A0,gastrointestinal stromal tumor - C49.A0,,BX3,100,NULL
Q04.6,COGENTIAL CEREBRAL CYSTS - Q04.6,,CLN,600,NULL
R40.4,TRAnsient alteration of awareness - R40.4,,BX3,100,NULL
I27.20,"Pulmonary hypertension, unspecified - I27.20",,CLN,600,NULL
G81.9,"HEMIPLEGIA, UNSPECIFIED - G81.9",NULL,NULL,NULL,NULL
C85.10,"UNSPECIFIED B-CELL LYMPHONA, UNSPECIFIED SITE - C85.10",,CLN,600,NULL
Q85.1,Tuberous sclerosis - Q85.1,,BX3,100,NULL
J96.00,"ACUTE RESPIRATORY FAILURE, UNSP W HYPOXIA OR HYPERCAPNIA - J96.00",,CLN,778,NULL
J96.90,"RESPIRATORY FAILURE, UNSP, UNSP W HYPOXIA OR HYPERCAPNIA - J96.90",,CLN,804,NULL
G44.301,Post Traumatic headache - G44.301,,BX3,100,NULL
I82.409,ACUTE EMBOLISM AND THROMBOSIS UNSP DEEP VN - I82.409,,BX3,100,NULL
J96.91,RESPIRATORY FAILURE WITH HYPOXIA - J96.91,,CLN,837,NULL
z93.1,gastrostomy status (PEG) - z93.1,,CLN,845,NULL
T40.2X1A,"Poisoning by other opiods, accidental, initial encounter - T40.2X1A",,BX3,100,NULL
I25.810,ATHEROSCLEROSIS OF CORONARY ARTERY BYPASS GRAFT WITHOUT ANGINA PECTORIS - I25.810,,BX3,100,NULL
G89.3,NEOPLASM related pain - G89.3,,BX3,100,NULL
T7,WEDGE COMPRESSION FRACTURE OF - T7,,BX3,100,NULL
C06.9,MALIGNANT NEOPLASM OF MOUTH - C06.9,,BX3,100,NULL
Z86.711,PERSONAL HISTORY OF Pulmonary embolism - Z86.711,,BX3,100,NULL
F50.82,AVOIDANT RESTRICTIVE FOOD INTAKE DISORDER - F50.82,,BX3,100,NULL
D62,ACUTE POSTHEMORRHAGIC ANEMIA - D62,,BX3,100,NULL
J85.0,gaNGRENE AND NECROSIS OF LUNG - J85.0,,BX3,100,NULL
F20.0,PARNOID SCHIZOPHRENIA - F20.0,,CLN,600,NULL
S22.060D,WEDGE COMPRESSION FRACTURE OF T7T8 verebra - S22.060D,,BX3,100,NULL
